category, srcnode, srchostname, srcip, dstnode, dsthostname, dstip, clientcomponent, servercomponent, port, description
internal, 12, LVMOPAPIR2U, 10.119.134.13, 8, LVMOPAPIRMP2U, 10.119.133.14, R, MP, 8998, Communication between Router and Message Processor
internal, 12, LVMOPAPIR2U, 10.119.134.13, 8, LVMOPAPIRMP2U, 10.119.133.14, R, MP, 8082, Issuing API requests directly to Message Processor
internal, 12, LVMOPAPIR2U, 10.119.134.13, 8, LVMOPAPIRMP2U, 10.119.133.14, R, MP, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 12, LVMOPAPIR2U, 10.119.134.13, 5, LVMOPAPIMP1U, 10.119.133.11, R, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 12, LVMOPAPIR2U, 10.119.134.13, 5, LVMOPAPIMP1U, 10.119.133.11, R, MP, 8998, Communication between Router and Message Processor
internal, 12, LVMOPAPIR2U, 10.119.134.13, 5, LVMOPAPIMP1U, 10.119.133.11, R, MP, 8082, Issuing API requests directly to Message Processor
internal, 12, LVMOPAPIR2U, 10.119.134.13, 5, LVMOPAPIMP1U, 10.119.133.11, R, MP, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 12, LVMOPAPIR2U, 10.119.134.13, 6, LVMOPAPIMP2U, 10.119.133.12, R, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 12, LVMOPAPIR2U, 10.119.134.13, 6, LVMOPAPIMP2U, 10.119.133.12, R, MP, 8998, Communication between Router and Message Processor
internal, 12, LVMOPAPIR2U, 10.119.134.13, 6, LVMOPAPIMP2U, 10.119.133.12, R, MP, 8082, Issuing API requests directly to Message Processor
internal, 12, LVMOPAPIR2U, 10.119.134.13, 6, LVMOPAPIMP2U, 10.119.133.12, R, MP, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 11, LVMOPAPIR1U, 10.119.134.12, 9, LVMOPAPIQD1U, 10.119.133.15, R, MS, 8080, Default Management API Calls
internal, 11, LVMOPAPIR1U, 10.119.134.12, 9, LVMOPAPIQD1U, 10.119.133.15, R, MS, 8443, Default Management API Calls via TLS
internal, 11, LVMOPAPIR1U, 10.119.134.12, 14, LVMOPAPIQD1Ux, 10.119.133.16, R, MS, 8080, Default Management API Calls
internal, 11, LVMOPAPIR1U, 10.119.134.12, 14, LVMOPAPIQD1Ux, 10.119.133.16, R, MS, 8443, Default Management API Calls via TLS
internal, 12, LVMOPAPIR2U, 10.119.134.13, 9, LVMOPAPIQD1U, 10.119.133.15, R, MS, 8080, Default Management API Calls
internal, 12, LVMOPAPIR2U, 10.119.134.13, 9, LVMOPAPIQD1U, 10.119.133.15, R, MS, 8443, Default Management API Calls via TLS
internal, 12, LVMOPAPIR2U, 10.119.134.13, 14, LVMOPAPIQD1Ux, 10.119.133.16, R, MS, 8080, Default Management API Calls
internal, 12, LVMOPAPIR2U, 10.119.134.13, 14, LVMOPAPIQD1Ux, 10.119.133.16, R, MS, 8443, Default Management API Calls via TLS
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 1, LVMOPAPIQD2U, 10.119.131.11, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 13, LVMOPAPIQD2Ux, 10.119.131.12, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 1, LVMOPAPIQD2U, 10.119.131.11, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 13, LVMOPAPIQD2Ux, 10.119.131.12, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 11, LVMOPAPIR1U, 10.119.134.12, 1, LVMOPAPIQD2U, 10.119.131.11, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 11, LVMOPAPIR1U, 10.119.134.12, 13, LVMOPAPIQD2Ux, 10.119.131.12, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 11, LVMOPAPIR1U, 10.119.134.12, 9, LVMOPAPIQD1U, 10.119.133.15, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 11, LVMOPAPIR1U, 10.119.134.12, 14, LVMOPAPIQD1Ux, 10.119.133.16, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 12, LVMOPAPIR2U, 10.119.134.13, 1, LVMOPAPIQD2U, 10.119.131.11, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 12, LVMOPAPIR2U, 10.119.134.13, 13, LVMOPAPIQD2Ux, 10.119.131.12, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 12, LVMOPAPIR2U, 10.119.134.13, 9, LVMOPAPIQD1U, 10.119.133.15, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 12, LVMOPAPIR2U, 10.119.134.13, 14, LVMOPAPIQD1Ux, 10.119.133.16, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 2, LVMOPAPICS1U, 10.119.132.11, R, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 3, LVMOPAPICS2U, 10.119.132.12, R, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 4, LVMOPAPICS3U, 10.119.132.13, R, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 2, LVMOPAPICS1U, 10.119.132.11, R, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 3, LVMOPAPICS2U, 10.119.132.12, R, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 4, LVMOPAPICS3U, 10.119.132.13, R, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 11, LVMOPAPIR1U, 10.119.134.12, 2, LVMOPAPICS1U, 10.119.132.11, R, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 11, LVMOPAPIR1U, 10.119.134.12, 3, LVMOPAPICS2U, 10.119.132.12, R, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 11, LVMOPAPIR1U, 10.119.134.12, 4, LVMOPAPICS3U, 10.119.132.13, R, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 12, LVMOPAPIR2U, 10.119.134.13, 2, LVMOPAPICS1U, 10.119.132.11, R, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 12, LVMOPAPIR2U, 10.119.134.13, 3, LVMOPAPICS2U, 10.119.132.12, R, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 12, LVMOPAPIR2U, 10.119.134.13, 4, LVMOPAPICS3U, 10.119.132.13, R, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 2, LVMOPAPICS1U, 10.119.132.11, R, CS, 9042, Cassandra CQL native transport
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 2, LVMOPAPICS1U, 10.119.132.11, R, CS, 9160, Cassandra thrift client
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 3, LVMOPAPICS2U, 10.119.132.12, R, CS, 9042, Cassandra CQL native transport
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 3, LVMOPAPICS2U, 10.119.132.12, R, CS, 9160, Cassandra thrift client
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 4, LVMOPAPICS3U, 10.119.132.13, R, CS, 9042, Cassandra CQL native transport
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 4, LVMOPAPICS3U, 10.119.132.13, R, CS, 9160, Cassandra thrift client
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 2, LVMOPAPICS1U, 10.119.132.11, R, CS, 9042, Cassandra CQL native transport
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 2, LVMOPAPICS1U, 10.119.132.11, R, CS, 9160, Cassandra thrift client
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 3, LVMOPAPICS2U, 10.119.132.12, R, CS, 9042, Cassandra CQL native transport
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 3, LVMOPAPICS2U, 10.119.132.12, R, CS, 9160, Cassandra thrift client
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 4, LVMOPAPICS3U, 10.119.132.13, R, CS, 9042, Cassandra CQL native transport
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 4, LVMOPAPICS3U, 10.119.132.13, R, CS, 9160, Cassandra thrift client
internal, 11, LVMOPAPIR1U, 10.119.134.12, 2, LVMOPAPICS1U, 10.119.132.11, R, CS, 9042, Cassandra CQL native transport
internal, 11, LVMOPAPIR1U, 10.119.134.12, 2, LVMOPAPICS1U, 10.119.132.11, R, CS, 9160, Cassandra thrift client
internal, 11, LVMOPAPIR1U, 10.119.134.12, 3, LVMOPAPICS2U, 10.119.132.12, R, CS, 9042, Cassandra CQL native transport
internal, 11, LVMOPAPIR1U, 10.119.134.12, 3, LVMOPAPICS2U, 10.119.132.12, R, CS, 9160, Cassandra thrift client
internal, 11, LVMOPAPIR1U, 10.119.134.12, 4, LVMOPAPICS3U, 10.119.132.13, R, CS, 9042, Cassandra CQL native transport
internal, 11, LVMOPAPIR1U, 10.119.134.12, 4, LVMOPAPICS3U, 10.119.132.13, R, CS, 9160, Cassandra thrift client
internal, 12, LVMOPAPIR2U, 10.119.134.13, 2, LVMOPAPICS1U, 10.119.132.11, R, CS, 9042, Cassandra CQL native transport
internal, 12, LVMOPAPIR2U, 10.119.134.13, 2, LVMOPAPICS1U, 10.119.132.11, R, CS, 9160, Cassandra thrift client
internal, 12, LVMOPAPIR2U, 10.119.134.13, 3, LVMOPAPICS2U, 10.119.132.12, R, CS, 9042, Cassandra CQL native transport
internal, 12, LVMOPAPIR2U, 10.119.134.13, 3, LVMOPAPICS2U, 10.119.132.12, R, CS, 9160, Cassandra thrift client
internal, 12, LVMOPAPIR2U, 10.119.134.13, 4, LVMOPAPICS3U, 10.119.132.13, R, CS, 9042, Cassandra CQL native transport
internal, 12, LVMOPAPIR2U, 10.119.134.13, 4, LVMOPAPICS3U, 10.119.132.13, R, CS, 9160, Cassandra thrift client
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 11, LVMOPAPIR1U, 10.119.134.12, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 12, LVMOPAPIR2U, 10.119.134.13, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 11, LVMOPAPIR1U, 10.119.134.12, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 12, LVMOPAPIR2U, 10.119.134.13, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 11, LVMOPAPIR1U, 10.119.134.12, 7, LVMOPAPIRMP1U, 10.119.133.13, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 11, LVMOPAPIR1U, 10.119.134.12, 8, LVMOPAPIRMP2U, 10.119.133.14, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 12, LVMOPAPIR2U, 10.119.134.13, 7, LVMOPAPIRMP1U, 10.119.133.13, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 12, LVMOPAPIR2U, 10.119.134.13, 8, LVMOPAPIRMP2U, 10.119.133.14, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 1, LVMOPAPIQD2U, 10.119.131.11, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 13, LVMOPAPIQD2Ux, 10.119.131.12, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 1, LVMOPAPIQD2U, 10.119.131.11, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 13, LVMOPAPIQD2Ux, 10.119.131.12, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 5, LVMOPAPIMP1U, 10.119.133.11, 1, LVMOPAPIQD2U, 10.119.131.11, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 5, LVMOPAPIMP1U, 10.119.133.11, 13, LVMOPAPIQD2Ux, 10.119.131.12, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 6, LVMOPAPIMP2U, 10.119.133.12, 1, LVMOPAPIQD2U, 10.119.131.11, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 6, LVMOPAPIMP2U, 10.119.133.12, 13, LVMOPAPIQD2Ux, 10.119.131.12, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 2, LVMOPAPICS1U, 10.119.132.11, MP, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 3, LVMOPAPICS2U, 10.119.132.12, MP, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 4, LVMOPAPICS3U, 10.119.132.13, MP, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 2, LVMOPAPICS1U, 10.119.132.11, MP, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 3, LVMOPAPICS2U, 10.119.132.12, MP, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 4, LVMOPAPICS3U, 10.119.132.13, MP, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 5, LVMOPAPIMP1U, 10.119.133.11, 2, LVMOPAPICS1U, 10.119.132.11, MP, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 5, LVMOPAPIMP1U, 10.119.133.11, 3, LVMOPAPICS2U, 10.119.132.12, MP, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 5, LVMOPAPIMP1U, 10.119.133.11, 4, LVMOPAPICS3U, 10.119.132.13, MP, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 6, LVMOPAPIMP2U, 10.119.133.12, 2, LVMOPAPICS1U, 10.119.132.11, MP, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 6, LVMOPAPIMP2U, 10.119.133.12, 3, LVMOPAPICS2U, 10.119.132.12, MP, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 6, LVMOPAPIMP2U, 10.119.133.12, 4, LVMOPAPICS3U, 10.119.132.13, MP, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 2, LVMOPAPICS1U, 10.119.132.11, MP, CS, 9042, Cassandra CQL native transport
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 2, LVMOPAPICS1U, 10.119.132.11, MP, CS, 9160, Cassandra thrift client
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 3, LVMOPAPICS2U, 10.119.132.12, MP, CS, 9042, Cassandra CQL native transport
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 3, LVMOPAPICS2U, 10.119.132.12, MP, CS, 9160, Cassandra thrift client
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 4, LVMOPAPICS3U, 10.119.132.13, MP, CS, 9042, Cassandra CQL native transport
internal, 7, LVMOPAPIRMP1U, 10.119.133.13, 4, LVMOPAPICS3U, 10.119.132.13, MP, CS, 9160, Cassandra thrift client
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 2, LVMOPAPICS1U, 10.119.132.11, MP, CS, 9042, Cassandra CQL native transport
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 2, LVMOPAPICS1U, 10.119.132.11, MP, CS, 9160, Cassandra thrift client
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 3, LVMOPAPICS2U, 10.119.132.12, MP, CS, 9042, Cassandra CQL native transport
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 3, LVMOPAPICS2U, 10.119.132.12, MP, CS, 9160, Cassandra thrift client
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 4, LVMOPAPICS3U, 10.119.132.13, MP, CS, 9042, Cassandra CQL native transport
internal, 8, LVMOPAPIRMP2U, 10.119.133.14, 4, LVMOPAPICS3U, 10.119.132.13, MP, CS, 9160, Cassandra thrift client
internal, 5, LVMOPAPIMP1U, 10.119.133.11, 2, LVMOPAPICS1U, 10.119.132.11, MP, CS, 9042, Cassandra CQL native transport
internal, 5, LVMOPAPIMP1U, 10.119.133.11, 2, LVMOPAPICS1U, 10.119.132.11, MP, CS, 9160, Cassandra thrift client
internal, 5, LVMOPAPIMP1U, 10.119.133.11, 3, LVMOPAPICS2U, 10.119.132.12, MP, CS, 9042, Cassandra CQL native transport
internal, 5, LVMOPAPIMP1U, 10.119.133.11, 3, LVMOPAPICS2U, 10.119.132.12, MP, CS, 9160, Cassandra thrift client
internal, 5, LVMOPAPIMP1U, 10.119.133.11, 4, LVMOPAPICS3U, 10.119.132.13, MP, CS, 9042, Cassandra CQL native transport
internal, 5, LVMOPAPIMP1U, 10.119.133.11, 4, LVMOPAPICS3U, 10.119.132.13, MP, CS, 9160, Cassandra thrift client
internal, 6, LVMOPAPIMP2U, 10.119.133.12, 2, LVMOPAPICS1U, 10.119.132.11, MP, CS, 9042, Cassandra CQL native transport
internal, 6, LVMOPAPIMP2U, 10.119.133.12, 2, LVMOPAPICS1U, 10.119.132.11, MP, CS, 9160, Cassandra thrift client
internal, 6, LVMOPAPIMP2U, 10.119.133.12, 3, LVMOPAPICS2U, 10.119.132.12, MP, CS, 9042, Cassandra CQL native transport
internal, 6, LVMOPAPIMP2U, 10.119.133.12, 3, LVMOPAPICS2U, 10.119.132.12, MP, CS, 9160, Cassandra thrift client
internal, 6, LVMOPAPIMP2U, 10.119.133.12, 4, LVMOPAPICS3U, 10.119.132.13, MP, CS, 9042, Cassandra CQL native transport
internal, 6, LVMOPAPIMP2U, 10.119.133.12, 4, LVMOPAPICS3U, 10.119.132.13, MP, CS, 9160, Cassandra thrift client
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 1, LVMOPAPIQD2U, 10.119.131.11, MS, QS, 4529, Distributed cache and calls from the Management Servers to the Qpid Server
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 1, LVMOPAPIQD2U, 10.119.131.11, MS, QS, 8083, Issuing API requests directly to Qpid Server
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 13, LVMOPAPIQD2Ux, 10.119.131.12, MS, QS, 4529, Distributed cache and calls from the Management Servers to the Qpid Server
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 13, LVMOPAPIQD2Ux, 10.119.131.12, MS, QS, 8083, Issuing API requests directly to Qpid Server
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 1, LVMOPAPIQD2U, 10.119.131.11, MS, QS, 4529, Distributed cache and calls from the Management Servers to the Qpid Server
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 1, LVMOPAPIQD2U, 10.119.131.11, MS, QS, 8083, Issuing API requests directly to Qpid Server
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 13, LVMOPAPIQD2Ux, 10.119.131.12, MS, QS, 4529, Distributed cache and calls from the Management Servers to the Qpid Server
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 13, LVMOPAPIQD2Ux, 10.119.131.12, MS, QS, 8083, Issuing API requests directly to Qpid Server
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 1, LVMOPAPIQD2U, 10.119.131.11, MS, PS, 4530, Distributed cache and calls from the Management Servers to the Postgres Server
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 1, LVMOPAPIQD2U, 10.119.131.11, MS, PS, 8084, Issuing API requests directly to Postgres Server
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 13, LVMOPAPIQD2Ux, 10.119.131.12, MS, PS, 4530, Distributed cache and calls from the Management Servers to the Postgres Server
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 13, LVMOPAPIQD2Ux, 10.119.131.12, MS, PS, 8084, Issuing API requests directly to Postgres Server
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 1, LVMOPAPIQD2U, 10.119.131.11, MS, PS, 4530, Distributed cache and calls from the Management Servers to the Postgres Server
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 1, LVMOPAPIQD2U, 10.119.131.11, MS, PS, 8084, Issuing API requests directly to Postgres Server
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 13, LVMOPAPIQD2Ux, 10.119.131.12, MS, PS, 4530, Distributed cache and calls from the Management Servers to the Postgres Server
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 13, LVMOPAPIQD2Ux, 10.119.131.12, MS, PS, 8084, Issuing API requests directly to Postgres Server
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 1, LVMOPAPIQD2U, 10.119.131.11, MS, PGm, 5432, PostgreSQL message-based protocol for communication between frontends and backends (clients and servers)
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 1, LVMOPAPIQD2U, 10.119.131.11, MS, PGm, 5432, PostgreSQL message-based protocol for communication between frontends and backends (clients and servers)
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 13, LVMOPAPIQD2Ux, 10.119.131.12, MS, PGs, 5432, PostgreSQL message-based protocol for communication between frontends and backends (clients and servers)
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 13, LVMOPAPIQD2Ux, 10.119.131.12, MS, PGs, 5432, PostgreSQL message-based protocol for communication between frontends and backends (clients and servers)
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 2, LVMOPAPICS1U, 10.119.132.11, MS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 3, LVMOPAPICS2U, 10.119.132.12, MS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 4, LVMOPAPICS3U, 10.119.132.13, MS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 2, LVMOPAPICS1U, 10.119.132.11, MS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 3, LVMOPAPICS2U, 10.119.132.12, MS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 4, LVMOPAPICS3U, 10.119.132.13, MS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 2, LVMOPAPICS1U, 10.119.132.11, MS, CS, 9042, Cassandra CQL native transport
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 2, LVMOPAPICS1U, 10.119.132.11, MS, CS, 9160, Cassandra thrift client
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 2, LVMOPAPICS1U, 10.119.132.11, MS, CS, 7199, Cassandra JMX management. Must be open for access on the Cassandra node by the Management Server.
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 3, LVMOPAPICS2U, 10.119.132.12, MS, CS, 9042, Cassandra CQL native transport
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 3, LVMOPAPICS2U, 10.119.132.12, MS, CS, 9160, Cassandra thrift client
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 3, LVMOPAPICS2U, 10.119.132.12, MS, CS, 7199, Cassandra JMX management. Must be open for access on the Cassandra node by the Management Server.
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 4, LVMOPAPICS3U, 10.119.132.13, MS, CS, 9042, Cassandra CQL native transport
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 4, LVMOPAPICS3U, 10.119.132.13, MS, CS, 9160, Cassandra thrift client
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 4, LVMOPAPICS3U, 10.119.132.13, MS, CS, 7199, Cassandra JMX management. Must be open for access on the Cassandra node by the Management Server.
