category, srcnode, srchostname, srcip, dstnode, dsthostname, dstip, clientcomponent, servercomponent, port, description
internal, 9, dc1apzrmp09, 10.0.1.9, 1, dc1dmzrmp01, 10.0.1.1, R, MP, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 9, dc1apzrmp09, 10.0.1.9, 2, dc1dmzrmp02, 10.0.1.2, R, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 9, dc1apzrmp09, 10.0.1.9, 2, dc1dmzrmp02, 10.0.1.2, R, MP, 8998, Communication between Router and Message Processor
internal, 9, dc1apzrmp09, 10.0.1.9, 2, dc1dmzrmp02, 10.0.1.2, R, MP, 8082, Issuing API requests directly to Message Processor
internal, 9, dc1apzrmp09, 10.0.1.9, 2, dc1dmzrmp02, 10.0.1.2, R, MP, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 9, dc1apzrmp09, 10.0.1.9, 3, dc1dmzrmp03, 10.0.1.3, R, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 9, dc1apzrmp09, 10.0.1.9, 3, dc1dmzrmp03, 10.0.1.3, R, MP, 8998, Communication between Router and Message Processor
internal, 9, dc1apzrmp09, 10.0.1.9, 3, dc1dmzrmp03, 10.0.1.3, R, MP, 8082, Issuing API requests directly to Message Processor
internal, 9, dc1apzrmp09, 10.0.1.9, 3, dc1dmzrmp03, 10.0.1.3, R, MP, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 1, dc1dmzrmp01, 10.0.1.1, 4, dc1msuiol04, 10.0.1.4, R, MS, 8080, Default Management API Calls
internal, 1, dc1dmzrmp01, 10.0.1.1, 4, dc1msuiol04, 10.0.1.4, R, MS, 8443, Default Management API Calls via TLS
internal, 2, dc1dmzrmp02, 10.0.1.2, 4, dc1msuiol04, 10.0.1.4, R, MS, 8080, Default Management API Calls
internal, 2, dc1dmzrmp02, 10.0.1.2, 4, dc1msuiol04, 10.0.1.4, R, MS, 8443, Default Management API Calls via TLS
internal, 3, dc1dmzrmp03, 10.0.1.3, 4, dc1msuiol04, 10.0.1.4, R, MS, 8080, Default Management API Calls
internal, 3, dc1dmzrmp03, 10.0.1.3, 4, dc1msuiol04, 10.0.1.4, R, MS, 8443, Default Management API Calls via TLS
internal, 1, dc1dmzrmp01, 10.0.1.1, 12, dc1qidd12, 10.0.1.12, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 1, dc1dmzrmp01, 10.0.1.1, 13, dc1qidd13, 10.0.1.13, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 2, dc1dmzrmp02, 10.0.1.2, 12, dc1qidd12, 10.0.1.12, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 2, dc1dmzrmp02, 10.0.1.2, 13, dc1qidd13, 10.0.1.13, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 3, dc1dmzrmp03, 10.0.1.3, 12, dc1qidd12, 10.0.1.12, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 3, dc1dmzrmp03, 10.0.1.3, 13, dc1qidd13, 10.0.1.13, R, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 1, dc1dmzrmp01, 10.0.1.1, 5, dc1cszk05, 10.0.1.5, R, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 1, dc1dmzrmp01, 10.0.1.1, 6, dc1cszk06, 10.0.1.6, R, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 1, dc1dmzrmp01, 10.0.1.1, 7, dc1cszk07, 10.0.1.7, R, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 2, dc1dmzrmp02, 10.0.1.2, 5, dc1cszk05, 10.0.1.5, R, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 2, dc1dmzrmp02, 10.0.1.2, 6, dc1cszk06, 10.0.1.6, R, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 2, dc1dmzrmp02, 10.0.1.2, 7, dc1cszk07, 10.0.1.7, R, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 3, dc1dmzrmp03, 10.0.1.3, 5, dc1cszk05, 10.0.1.5, R, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 3, dc1dmzrmp03, 10.0.1.3, 6, dc1cszk06, 10.0.1.6, R, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 3, dc1dmzrmp03, 10.0.1.3, 7, dc1cszk07, 10.0.1.7, R, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 1, dc1dmzrmp01, 10.0.1.1, 5, dc1cszk05, 10.0.1.5, R, CS, 9042, Cassandra CQL native transport
internal, 1, dc1dmzrmp01, 10.0.1.1, 5, dc1cszk05, 10.0.1.5, R, CS, 9160, Cassandra thrift client
internal, 1, dc1dmzrmp01, 10.0.1.1, 6, dc1cszk06, 10.0.1.6, R, CS, 9042, Cassandra CQL native transport
internal, 1, dc1dmzrmp01, 10.0.1.1, 6, dc1cszk06, 10.0.1.6, R, CS, 9160, Cassandra thrift client
internal, 1, dc1dmzrmp01, 10.0.1.1, 7, dc1cszk07, 10.0.1.7, R, CS, 9042, Cassandra CQL native transport
internal, 1, dc1dmzrmp01, 10.0.1.1, 7, dc1cszk07, 10.0.1.7, R, CS, 9160, Cassandra thrift client
internal, 2, dc1dmzrmp02, 10.0.1.2, 5, dc1cszk05, 10.0.1.5, R, CS, 9042, Cassandra CQL native transport
internal, 2, dc1dmzrmp02, 10.0.1.2, 5, dc1cszk05, 10.0.1.5, R, CS, 9160, Cassandra thrift client
internal, 2, dc1dmzrmp02, 10.0.1.2, 6, dc1cszk06, 10.0.1.6, R, CS, 9042, Cassandra CQL native transport
internal, 2, dc1dmzrmp02, 10.0.1.2, 6, dc1cszk06, 10.0.1.6, R, CS, 9160, Cassandra thrift client
internal, 2, dc1dmzrmp02, 10.0.1.2, 7, dc1cszk07, 10.0.1.7, R, CS, 9042, Cassandra CQL native transport
internal, 2, dc1dmzrmp02, 10.0.1.2, 7, dc1cszk07, 10.0.1.7, R, CS, 9160, Cassandra thrift client
internal, 3, dc1dmzrmp03, 10.0.1.3, 5, dc1cszk05, 10.0.1.5, R, CS, 9042, Cassandra CQL native transport
internal, 3, dc1dmzrmp03, 10.0.1.3, 5, dc1cszk05, 10.0.1.5, R, CS, 9160, Cassandra thrift client
internal, 3, dc1dmzrmp03, 10.0.1.3, 6, dc1cszk06, 10.0.1.6, R, CS, 9042, Cassandra CQL native transport
internal, 3, dc1dmzrmp03, 10.0.1.3, 6, dc1cszk06, 10.0.1.6, R, CS, 9160, Cassandra thrift client
internal, 3, dc1dmzrmp03, 10.0.1.3, 7, dc1cszk07, 10.0.1.7, R, CS, 9042, Cassandra CQL native transport
internal, 3, dc1dmzrmp03, 10.0.1.3, 7, dc1cszk07, 10.0.1.7, R, CS, 9160, Cassandra thrift client
internal, 1, dc1dmzrmp01, 10.0.1.1, 8, dc1apzrmp08, 10.0.1.8, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 1, dc1dmzrmp01, 10.0.1.1, 9, dc1apzrmp09, 10.0.1.9, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 2, dc1dmzrmp02, 10.0.1.2, 8, dc1apzrmp08, 10.0.1.8, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 2, dc1dmzrmp02, 10.0.1.2, 9, dc1apzrmp09, 10.0.1.9, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 3, dc1dmzrmp03, 10.0.1.3, 8, dc1apzrmp08, 10.0.1.8, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 3, dc1dmzrmp03, 10.0.1.3, 9, dc1apzrmp09, 10.0.1.9, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 8, dc1apzrmp08, 10.0.1.8, 1, dc1dmzrmp01, 10.0.1.1, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 8, dc1apzrmp08, 10.0.1.8, 2, dc1dmzrmp02, 10.0.1.2, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 8, dc1apzrmp08, 10.0.1.8, 3, dc1dmzrmp03, 10.0.1.3, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 9, dc1apzrmp09, 10.0.1.9, 1, dc1dmzrmp01, 10.0.1.1, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 9, dc1apzrmp09, 10.0.1.9, 2, dc1dmzrmp02, 10.0.1.2, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 9, dc1apzrmp09, 10.0.1.9, 3, dc1dmzrmp03, 10.0.1.3, R, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 1, dc1dmzrmp01, 10.0.1.1, 4, dc1msuiol04, 10.0.1.4, MP, MS, 8080, Default Management API Calls
internal, 1, dc1dmzrmp01, 10.0.1.1, 4, dc1msuiol04, 10.0.1.4, MP, MS, 8443, Default Management API Calls via TLS
internal, 2, dc1dmzrmp02, 10.0.1.2, 4, dc1msuiol04, 10.0.1.4, MP, MS, 8080, Default Management API Calls
internal, 2, dc1dmzrmp02, 10.0.1.2, 4, dc1msuiol04, 10.0.1.4, MP, MS, 8443, Default Management API Calls via TLS
internal, 3, dc1dmzrmp03, 10.0.1.3, 4, dc1msuiol04, 10.0.1.4, MP, MS, 8080, Default Management API Calls
internal, 3, dc1dmzrmp03, 10.0.1.3, 4, dc1msuiol04, 10.0.1.4, MP, MS, 8443, Default Management API Calls via TLS
internal, 1, dc1dmzrmp01, 10.0.1.1, 8, dc1apzrmp08, 10.0.1.8, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 1, dc1dmzrmp01, 10.0.1.1, 9, dc1apzrmp09, 10.0.1.9, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 2, dc1dmzrmp02, 10.0.1.2, 8, dc1apzrmp08, 10.0.1.8, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 2, dc1dmzrmp02, 10.0.1.2, 9, dc1apzrmp09, 10.0.1.9, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 3, dc1dmzrmp03, 10.0.1.3, 8, dc1apzrmp08, 10.0.1.8, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 3, dc1dmzrmp03, 10.0.1.3, 9, dc1apzrmp09, 10.0.1.9, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 8, dc1apzrmp08, 10.0.1.8, 1, dc1dmzrmp01, 10.0.1.1, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 8, dc1apzrmp08, 10.0.1.8, 2, dc1dmzrmp02, 10.0.1.2, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 8, dc1apzrmp08, 10.0.1.8, 3, dc1dmzrmp03, 10.0.1.3, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 9, dc1apzrmp09, 10.0.1.9, 1, dc1dmzrmp01, 10.0.1.1, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 9, dc1apzrmp09, 10.0.1.9, 2, dc1dmzrmp02, 10.0.1.2, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 9, dc1apzrmp09, 10.0.1.9, 3, dc1dmzrmp03, 10.0.1.3, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 1, dc1dmzrmp01, 10.0.1.1, 12, dc1qidd12, 10.0.1.12, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 1, dc1dmzrmp01, 10.0.1.1, 13, dc1qidd13, 10.0.1.13, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 2, dc1dmzrmp02, 10.0.1.2, 12, dc1qidd12, 10.0.1.12, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 2, dc1dmzrmp02, 10.0.1.2, 13, dc1qidd13, 10.0.1.13, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 3, dc1dmzrmp03, 10.0.1.3, 12, dc1qidd12, 10.0.1.12, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 3, dc1dmzrmp03, 10.0.1.3, 13, dc1qidd13, 10.0.1.13, MP, QD, 5672, Sending analytics from Router and Message Processor to Qpid
internal, 1, dc1dmzrmp01, 10.0.1.1, 5, dc1cszk05, 10.0.1.5, MP, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 1, dc1dmzrmp01, 10.0.1.1, 6, dc1cszk06, 10.0.1.6, MP, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 1, dc1dmzrmp01, 10.0.1.1, 7, dc1cszk07, 10.0.1.7, MP, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 2, dc1dmzrmp02, 10.0.1.2, 5, dc1cszk05, 10.0.1.5, MP, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 2, dc1dmzrmp02, 10.0.1.2, 6, dc1cszk06, 10.0.1.6, MP, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 2, dc1dmzrmp02, 10.0.1.2, 7, dc1cszk07, 10.0.1.7, MP, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 3, dc1dmzrmp03, 10.0.1.3, 5, dc1cszk05, 10.0.1.5, MP, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 3, dc1dmzrmp03, 10.0.1.3, 6, dc1cszk06, 10.0.1.6, MP, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 3, dc1dmzrmp03, 10.0.1.3, 7, dc1cszk07, 10.0.1.7, MP, ZKv, 2181, Zookeeper clients to connect to zk servers
internal, 1, dc1dmzrmp01, 10.0.1.1, 5, dc1cszk05, 10.0.1.5, MP, CS, 9042, Cassandra CQL native transport
internal, 1, dc1dmzrmp01, 10.0.1.1, 5, dc1cszk05, 10.0.1.5, MP, CS, 9160, Cassandra thrift client
internal, 1, dc1dmzrmp01, 10.0.1.1, 6, dc1cszk06, 10.0.1.6, MP, CS, 9042, Cassandra CQL native transport
internal, 1, dc1dmzrmp01, 10.0.1.1, 6, dc1cszk06, 10.0.1.6, MP, CS, 9160, Cassandra thrift client
internal, 1, dc1dmzrmp01, 10.0.1.1, 7, dc1cszk07, 10.0.1.7, MP, CS, 9042, Cassandra CQL native transport
internal, 1, dc1dmzrmp01, 10.0.1.1, 7, dc1cszk07, 10.0.1.7, MP, CS, 9160, Cassandra thrift client
internal, 2, dc1dmzrmp02, 10.0.1.2, 5, dc1cszk05, 10.0.1.5, MP, CS, 9042, Cassandra CQL native transport
internal, 2, dc1dmzrmp02, 10.0.1.2, 5, dc1cszk05, 10.0.1.5, MP, CS, 9160, Cassandra thrift client
internal, 2, dc1dmzrmp02, 10.0.1.2, 6, dc1cszk06, 10.0.1.6, MP, CS, 9042, Cassandra CQL native transport
internal, 2, dc1dmzrmp02, 10.0.1.2, 6, dc1cszk06, 10.0.1.6, MP, CS, 9160, Cassandra thrift client
internal, 2, dc1dmzrmp02, 10.0.1.2, 7, dc1cszk07, 10.0.1.7, MP, CS, 9042, Cassandra CQL native transport
internal, 2, dc1dmzrmp02, 10.0.1.2, 7, dc1cszk07, 10.0.1.7, MP, CS, 9160, Cassandra thrift client
internal, 3, dc1dmzrmp03, 10.0.1.3, 5, dc1cszk05, 10.0.1.5, MP, CS, 9042, Cassandra CQL native transport
internal, 3, dc1dmzrmp03, 10.0.1.3, 5, dc1cszk05, 10.0.1.5, MP, CS, 9160, Cassandra thrift client
internal, 3, dc1dmzrmp03, 10.0.1.3, 6, dc1cszk06, 10.0.1.6, MP, CS, 9042, Cassandra CQL native transport
internal, 3, dc1dmzrmp03, 10.0.1.3, 6, dc1cszk06, 10.0.1.6, MP, CS, 9160, Cassandra thrift client
internal, 3, dc1dmzrmp03, 10.0.1.3, 7, dc1cszk07, 10.0.1.7, MP, CS, 9042, Cassandra CQL native transport
internal, 3, dc1dmzrmp03, 10.0.1.3, 7, dc1cszk07, 10.0.1.7, MP, CS, 9160, Cassandra thrift client
internal, 4, dc1msuiol04, 10.0.1.4, 1, dc1dmzrmp01, 10.0.1.1, MS, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 4, dc1msuiol04, 10.0.1.4, 1, dc1dmzrmp01, 10.0.1.1, MS, MP, 8082, Issuing API requests directly to Message Processor
internal, 4, dc1msuiol04, 10.0.1.4, 2, dc1dmzrmp02, 10.0.1.2, MS, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 4, dc1msuiol04, 10.0.1.4, 2, dc1dmzrmp02, 10.0.1.2, MS, MP, 8082, Issuing API requests directly to Message Processor
internal, 4, dc1msuiol04, 10.0.1.4, 3, dc1dmzrmp03, 10.0.1.3, MS, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
internal, 4, dc1msuiol04, 10.0.1.4, 3, dc1dmzrmp03, 10.0.1.3, MS, MP, 8082, Issuing API requests directly to Message Processor
internal, 4, dc1msuiol04, 10.0.1.4, 1, dc1dmzrmp01, 10.0.1.1, MS, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 4, dc1msuiol04, 10.0.1.4, 1, dc1dmzrmp01, 10.0.1.1, MS, R, 8081, Issuing API requests directly to Router
internal, 4, dc1msuiol04, 10.0.1.4, 2, dc1dmzrmp02, 10.0.1.2, MS, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 4, dc1msuiol04, 10.0.1.4, 2, dc1dmzrmp02, 10.0.1.2, MS, R, 8081, Issuing API requests directly to Router
internal, 4, dc1msuiol04, 10.0.1.4, 3, dc1dmzrmp03, 10.0.1.3, MS, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 4, dc1msuiol04, 10.0.1.4, 3, dc1dmzrmp03, 10.0.1.3, MS, R, 8081, Issuing API requests directly to Router
internal, 10, dc1dmzdp10, 10.0.1.10, 15, dc1dppgm15, 10.0.1.15, DP, DPPGm, 5432, PostgreSQL message-based protocol for communication between frontends and backends (clients and servers)
internal, 11, dc1dppgm11, 10.0.1.11, 15, dc1dppgm15, 10.0.1.15, DP, DPPGm, 5432, PostgreSQL message-based protocol for communication between frontends and backends (clients and servers)
internal, 10, dc1dmzdp10, 10.0.1.10, 4, dc1msuiol04, 10.0.1.4, DP, MS, 8080, Default Management API Calls
internal, 10, dc1dmzdp10, 10.0.1.10, 4, dc1msuiol04, 10.0.1.4, DP, MS, 8443, Default Management API Calls via TLS
internal, 11, dc1dppgm11, 10.0.1.11, 4, dc1msuiol04, 10.0.1.4, DP, MS, 8080, Default Management API Calls
internal, 11, dc1dppgm11, 10.0.1.11, 4, dc1msuiol04, 10.0.1.4, DP, MS, 8443, Default Management API Calls via TLS
internal, 10, dc1dmzdp10, 10.0.1.10, 1, dc1dmzrmp01, 10.0.1.1, DP, R, 59002, The router port where SmartDocs page requests are sent
internal, 10, dc1dmzdp10, 10.0.1.10, 2, dc1dmzrmp02, 10.0.1.2, DP, R, 59002, The router port where SmartDocs page requests are sent
internal, 10, dc1dmzdp10, 10.0.1.10, 3, dc1dmzrmp03, 10.0.1.3, DP, R, 59002, The router port where SmartDocs page requests are sent
internal, 10, dc1dmzdp10, 10.0.1.10, 8, dc1apzrmp08, 10.0.1.8, DP, R, 59002, The router port where SmartDocs page requests are sent
internal, 10, dc1dmzdp10, 10.0.1.10, 9, dc1apzrmp09, 10.0.1.9, DP, R, 59002, The router port where SmartDocs page requests are sent
internal, 11, dc1dppgm11, 10.0.1.11, 1, dc1dmzrmp01, 10.0.1.1, DP, R, 59002, The router port where SmartDocs page requests are sent
internal, 11, dc1dppgm11, 10.0.1.11, 2, dc1dmzrmp02, 10.0.1.2, DP, R, 59002, The router port where SmartDocs page requests are sent
internal, 11, dc1dppgm11, 10.0.1.11, 3, dc1dmzrmp03, 10.0.1.3, DP, R, 59002, The router port where SmartDocs page requests are sent
internal, 11, dc1dppgm11, 10.0.1.11, 8, dc1apzrmp08, 10.0.1.8, DP, R, 59002, The router port where SmartDocs page requests are sent
internal, 11, dc1dppgm11, 10.0.1.11, 9, dc1apzrmp09, 10.0.1.9, DP, R, 59002, The router port where SmartDocs page requests are sent
multi-dc, 1, dc1dmzrmp01, 10.0.1.1, 1, dc2dmzrmp01, 20.0.2.1, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
multi-dc, 1, dc1dmzrmp01, 10.0.1.1, 2, dc2dmzrmp02, 20.0.2.2, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
multi-dc, 1, dc1dmzrmp01, 10.0.1.1, 3, dc2dmzrmp03, 20.0.2.3, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
multi-dc, 1, dc1dmzrmp01, 10.0.1.1, 8, dc2apzrmp08, 20.0.2.8, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
multi-dc, 1, dc1dmzrmp01, 10.0.1.1, 9, dc2apzrmp09, 20.0.2.9, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
multi-dc, 2, dc1dmzrmp02, 10.0.1.2, 1, dc2dmzrmp01, 20.0.2.1, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
multi-dc, 2, dc1dmzrmp02, 10.0.1.2, 2, dc2dmzrmp02, 20.0.2.2, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
multi-dc, 2, dc1dmzrmp02, 10.0.1.2, 3, dc2dmzrmp03, 20.0.2.3, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
multi-dc, 2, dc1dmzrmp02, 10.0.1.2, 8, dc2apzrmp08, 20.0.2.8, MP, MP, 4528, Distributed cache calls between Message Processors, and for communication from the Router
